epoch,train_loss,val_loss
1,0.0012866232500717957,0.023356793811771928
2,0.0011561253068873819,0.03733087267454078
3,0.001164232490872405,0.03512792761732892
4,0.0011599189340436038,0.03574699217953333
5,0.0011565505339114807,0.043588334739935106
6,0.0011729939964444283,0.03692362957247874
7,0.0011500203165872504,0.039970969008963284
8,0.0011512901685346532,0.03552851008205879
9,0.0011556011301832511,0.03938291530783584
