station_id,mae,rmse,latitude,longitude,state_name
42-125-5,40.43854,40.59883,40.146667,-79.902222,Pennsylva
42-125-5001,83.44539,83.4797,40.445278,-80.420833,Pennsylva
42-125-5200,9.546092,9.783495,40.268963,-80.243995,Pennsylva
42-129-8,19.257523,19.773106,40.304694,-79.505667,Pennsylva
42-13-801,37.10954,37.296352,40.535278,-78.370833,Pennsylva
42-131-10,6.3113804,6.8428044,41.605244,-75.95774,Pennsylva
42-133-8,78.202484,78.377205,39.965278,-76.699444,Pennsylva
42-15-11,13.783758,14.35914,41.705226,-76.512726,Pennsylva
42-21-11,41.64416,41.822918,40.309722,-78.915,Pennsylva
42-27-100,45.685734,45.93839,40.811389,-77.877028,Pennsylva
42-29-100,74.04733,74.1754,39.834461,-75.768242,Pennsylva
42-3-1301,43.15334,43.454185,40.402328,-79.860973,Pennsylva
42-3-1376,48.443813,48.572884,40.43743,-79.863572,Pennsylva
42-3-2,42.994205,43.126892,40.50084,-80.066488,Pennsylva
42-3-3007,38.150307,38.365524,40.294341,-79.885331,Pennsylva
42-3-64,40.43586,41.331417,40.323768,-79.868062,Pennsylva
42-3-8,47.37385,47.50904,40.46542,-79.960757,Pennsylva
42-41-101,77.329506,77.613144,40.246528,-77.18675,Pennsylva
42-43-401,85.285965,85.55739,40.246992,-76.846988,Pennsylva
42-45-109,83.65682,83.83549,39.818715,-75.413973,Pennsylva
42-45-2,87.60505,87.78427,39.835556,-75.3725,Pennsylva
42-49-3,40.765617,40.88345,42.14175,-80.038611,Pennsylva
42-5-1,39.738117,39.845875,40.814183,-79.56475,Pennsylva
42-51-524,29.433811,29.65648,39.917663,-79.805499,Pennsylva
42-59-2,13.2161665,13.592952,39.80933,-80.26567,Pennsylva
42-63-4,50.49865,50.570908,40.56333,-78.919972,Pennsylva
42-69-2006,74.02816,74.15627,41.442778,-75.623056,Pennsylva
42-7-14,48.20533,48.433582,40.747796,-80.316442,Pennsylva
42-7-8,41.74915,41.886787,40.691857,-80.299211,Pennsylva
42-71-12,109.787735,110.02384,40.043833,-76.1124,Pennsylva
42-71-7,75.02982,75.368774,40.046667,-76.283333,Pennsylva
42-75-101,81.57006,81.833435,40.338516,-76.394788,Pennsylva
42-77-4,90.299385,90.433876,40.611944,-75.4325,Pennsylva
42-81-419,9.025659,9.375665,41.266263,-77.231189,Pennsylva
42-85-100,63.708908,63.860676,41.215014,-80.484779,Pennsylva
42-91-13,90.80614,90.91901,40.112222,-75.309167,Pennsylva
42-95-25,97.45423,97.59389,40.628056,-75.341111,Pennsylva
44-3-2,13.66027,14.216377,41.615237,-71.72,Rhode Isl
44-7-1010,16.972624,17.642365,41.841039,-71.36097,Rhode Isl
44-7-22,21.106695,21.547049,41.807469,-71.412968,Rhode Isl
44-7-26,33.302868,33.775894,41.874668,-71.379971,Rhode Isl
44-7-40,15.05374,15.876711,41.771987,-71.427881,Rhode Isl
44-9-7,15.150635,15.569914,41.49511,-71.423705,Rhode Isl
45-19-20,19.981695,20.364723,32.84755,-79.96516,South Car
45-19-46,21.435678,21.743574,32.941023,-79.657187,South Car
45-25-1,44.377342,44.566734,34.615367,-80.198787,South Car
45-37-1,21.763206,22.225157,33.739963,-81.853635,South Car
45-41-3,53.75189,54.237396,34.214263,-79.767347,South Car
45-45-15,20.557701,21.402903,34.843895,-82.414585,South Car
45-51-8,22.215614,22.675865,33.8005,-78.9941,South Car
45-79-22,39.503796,39.728733,34.075687,-81.124988,South Car
45-79-7,19.900017,20.318655,34.093959,-80.962304,South Car
45-83-11,20.754929,21.777157,34.955566,-81.924797,South Car
45-91-8801,16.35935,17.305616,34.9127,-80.8745,South Car
46-103-20,32.469936,32.810604,44.087397,-103.273777,South Dak
46-11-3,36.82466,37.08371,44.348604,-96.807299,South Dak
46-13-4,65.002235,65.302826,45.468596,-98.494061,South Dak
46-27-1,59.53461,59.74472,42.78943,-96.90383,South Dak
46-29-2,48.97964,49.215508,44.89965,-97.128802,South Dak
46-33-132,26.214542,26.347916,43.55764,-103.48386,South Dak
46-65-3,83.71116,83.90419,44.373786,-100.287269,South Dak
46-71-1,84.75911,84.81934,43.74561,-101.941218,South Dak
46-99-9,61.690838,61.84137,43.59901,-96.78331,South Dak
47-105-109,19.870792,20.24364,35.721095,-84.343035,Tennessee
47-107-1002,39.495518,39.689915,35.450115,-84.596195,Tennessee
47-113-10,12.496979,13.076054,35.705319,-88.81964,Tennessee
47-119-2007,18.631865,18.92497,35.65188,-87.0096,Tennessee
47-125-2001,46.574097,46.725403,36.611411,-87.384666,Tennessee
47-141-5,14.498937,14.913242,36.185702,-85.492107,Tennessee
47-145-4,43.90347,44.037315,35.939078,-84.542802,Tennessee
47-157-75,14.692538,15.483856,35.151699,-89.850249,Tennessee
47-163-1007,14.948927,15.340572,36.538761,-82.521599,Tennessee
47-165-7,13.79087,14.188968,36.29756,-86.653137,Tennessee
47-37-23,20.833675,21.460028,36.176382,-86.7389,Tennessee
47-37-40,27.835857,28.2385,36.1424,-86.7341,Tennessee
47-45-4,11.674669,12.185006,36.05266,-89.382157,Tennessee
47-9-11,32.304085,32.50197,35.768847,-83.942152,Tennessee
47-93-1013,22.081903,22.59561,35.980675,-83.925773,Tennessee
47-93-1017,21.956177,22.427666,35.978074,-83.950666,Tennessee
47-93-1020,15.199306,15.808921,36.019186,-83.87381,Tennessee
47-99-3,18.807165,19.147718,35.116878,-87.419725,Tennessee
48-113-50,32.25938,32.624836,32.774262,-96.797686,Texas
48-113-69,33.7897,34.26255,32.820061,-96.860117,Texas
48-121-34,28.943296,29.22509,33.219069,-97.196284,Texas
48-13-1090,17.356253,17.889563,29.162997,-98.589158,Texas
48-135-1014,63.825188,63.925335,31.870259,-102.334745,Texas
48-141-44,24.893528,25.691406,31.765685,-106.455227,Texas
48-167-1034,17.520615,18.076488,29.254474,-94.861289,Texas
48-201-1034,35.118275,35.60839,29.767997,-95.220582,Texas
48-201-1039,24.925215,25.341137,29.670025,-95.128508,Texas
48-201-1050,22.7106,23.101908,29.583047,-95.015544,Texas
48-201-1052,27.77358,28.447073,29.81453,-95.38769,Texas
48-201-24,31.706013,32.435547,29.901036,-95.326137,Texas
48-201-46,49.21275,50.15391,29.828086,-95.284096,Texas
48-201-55,26.100956,26.550022,29.695729,-95.499219,Texas
48-201-58,24.45246,24.948326,29.770698,-95.031232,Texas
48-201-66,49.38373,49.621006,29.723333,-95.635833,Texas
48-203-2,96.88392,96.99801,32.669001,-94.167468,Texas
48-215-1046,19.020916,19.352928,26.288622,-98.152066,Texas
48-215-43,17.74994,18.164984,26.226343,-98.29085,Texas
48-245-21,62.96521,63.462227,29.922894,-93.909018,Texas
48-245-22,37.86502,38.15542,29.863957,-94.317802,Texas
48-257-5,29.065954,29.322525,32.564968,-96.317687,Texas
48-27-1045,33.533318,33.748566,31.122419,-97.431052,Texas
48-273-314,41.757057,42.091686,27.422433,-97.300869,Texas
48-29-1069,31.242756,31.610777,29.529432,-98.391403,Texas
48-29-32,25.83916,26.158728,29.51509,-98.620166,Texas
48-29-59,16.507761,16.892069,29.275381,-98.311692,Texas
48-303-1028,63.776333,63.86095,33.58553,-101.78698,Texas
48-323-4,25.882084,26.150312,28.704607,-100.451156,Texas
48-339-78,26.482126,27.181234,30.350302,-95.425128,Texas
48-349-1051,17.618557,18.115171,32.031934,-96.399141,Texas
48-355-32,30.87555,31.141409,27.804489,-97.431553,Texas
48-355-34,17.94818,18.267426,27.811817,-97.465703,Texas
48-361-1100,35.175117,35.538544,30.194167,-93.866944,Texas
48-37-1031,27.043766,27.607754,33.436111,-94.07778,Texas
48-375-320,41.41924,41.550926,35.201592,-101.909275,Texas
48-41-1086,24.253036,24.593626,30.628333,-96.362777,Texas
48-43-101,25.339088,25.740318,29.30265,-103.17781,Texas
48-439-1002,27.995195,28.482895,32.80581,-97.356529,Texas
48-439-1006,77.315674,77.79195,32.759154,-97.342332,Texas
48-439-1053,35.940254,36.219833,32.664753,-97.337917,Texas
48-453-1068,39.084732,39.437668,30.35386,-97.69166,Texas
48-453-14,25.88769,26.223654,30.354944,-97.761803,Texas
48-453-21,47.974957,48.340527,30.263204,-97.712891,Texas
48-479-313,27.582167,27.958422,27.599444,-99.533333,Texas
48-61-2004,35.348526,35.94488,26.0711,-97.1577,Texas
48-61-6,13.917985,13.919023,25.892518,-97.49383,Texas
49-11-4,14.419926,15.38202,40.902967,-111.884467,Utah
49-13-2,16.461758,17.050331,40.294178,-110.009732,Utah
49-21-5,19.485554,19.721104,37.74743,-113.055525,Utah
49-35-2005,26.830854,28.14237,40.598056,-111.894167,Utah
49-35-3006,16.7424,17.675976,40.736389,-111.872222,Utah
49-35-3010,17.492601,18.736244,40.78422,-111.931,Utah
49-35-3013,16.313862,17.055433,40.496392,-112.036298,Utah
49-35-3014,18.094065,19.285646,40.709762,-112.00876,Utah
49-35-3015,18.865372,20.157116,40.777145,-111.945849,Utah
49-35-3016,17.712725,18.971485,40.807897,-112.087717,Utah
49-35-4002,15.454927,16.790241,40.662961,-111.901851,Utah
49-45-4,16.451923,17.288254,40.60055,-112.35578,Utah
49-47-1004,14.0029745,14.499247,40.46471,-109.561472,Utah
49-49-4001,44.975327,45.43543,40.341389,-111.713611,Utah
49-49-5010,20.312992,20.983526,40.136378,-111.657936,Utah
49-5-7,26.96849,27.559471,41.842649,-111.852199,Utah
49-53-7,19.440071,19.648642,37.179125,-113.305096,Utah
49-57-1003,18.22844,18.92776,41.303614,-111.987871,Utah
49-7-1003,11.63987,11.8452425,39.59575,-110.770111,Utah
5-119-7,22.101303,23.334412,34.756189,-92.281296,Arkansas
50-21-2,14.116771,14.711823,43.608056,-72.982778,Vermont
50-3-4,31.331827,31.583925,42.88759,-73.24984,Vermont
50-7-14,37.839035,38.152283,44.4762,-73.2106,Vermont
50-7-7,34.639675,34.864487,44.52839,-72.86884,Vermont
51-161-1004,19.138893,19.529219,37.28342,-79.88452,Virginia
51-3-1,42.481865,42.701733,38.07657,-78.50397,Virginia
51-36-2,24.167074,24.431665,37.34438,-77.25925,Virginia
51-59-30,62.23582,62.376606,38.77335,-77.10468,Virginia
51-59-31,55.491844,55.66985,38.76835,-77.18347,Virginia
51-650-8,33.715286,33.985035,37.103733,-76.387017,Virginia
51-69-10,42.986378,43.38226,39.28102,-78.08157,Virginia
51-760-25,27.560244,27.991087,37.59088,-77.46925,Virginia
51-810-8,29.40144,29.882801,36.841883,-76.181233,Virginia
51-87-14,27.111984,27.49667,37.55652,-77.40027,Virginia
53-11-24,34.44723,35.15754,45.64336,-122.58737,Washingto
53-33-2004,44.21123,44.217957,47.386111,-122.230278,Washingto
53-33-30,41.59449,41.963356,47.597222,-122.319722,Washingto
53-33-57,35.622215,36.12056,47.55975,-122.338265,Washingto
53-33-69,38.498474,38.996574,47.498535,-122.278385,Washingto
53-33-80,83.395454,83.543625,47.568236,-122.308628,Washingto
53-35-7,42.666325,42.815243,47.592675,-122.627397,Washingto
53-37-2,46.33719,46.629612,46.99364,-120.545,Washingto
53-47-13,61.910583,62.5557,48.39999,-119.51896,Washingto
53-53-24,39.031773,39.539368,47.22634,-122.46256,Washingto
53-53-29,79.839485,80.353485,47.1864,-122.4517,Washingto
53-53-31,44.039303,44.55231,47.2656,-122.3858,Washingto
53-57-11,40.961792,41.086308,48.52059,-122.61428,Washingto
53-61-1007,59.015354,59.75671,48.054315,-122.171529,Washingto
53-61-20,93.30339,93.690155,48.2469,-121.6031,Washingto
53-63-17,81.64158,82.07774,47.663962,-117.257654,Washingto
53-65-5,51.6127,52.29681,48.544448,-117.903425,Washingto
53-73-19,39.089497,39.28701,48.760036,-122.456463,Washingto
53-77-15,101.13387,101.36779,46.38024,-120.33266,Washingto
53-77-9,36.074883,36.762295,46.594952,-120.512283,Washingto
54-39-20,30.745132,31.074957,38.346258,-81.621161,West Virg
54-51-1002,76.94874,77.14709,39.915961,-80.733858,West Virg
55-111-7,57.723503,57.81957,43.4351,-89.67979,Wisconsin
55-119-8001,29.591217,29.78551,45.2066,-90.5972,Wisconsin
55-125-1,30.767426,30.960667,46.0519,-89.654,Wisconsin
55-133-27,67.26221,67.51288,43.020075,-88.21507,Wisconsin
55-25-41,49.57701,49.755405,43.10101,-89.35768,Wisconsin
55-25-47,56.030163,56.193302,43.0733,-89.4358,Wisconsin
55-27-1,74.93012,75.0181,43.46611,-88.62111,Wisconsin
55-3-10,23.13519,23.418427,46.60234,-90.65615,Wisconsin
55-35-14,35.899284,36.186356,44.76249,-91.41445,Wisconsin
55-41-7,29.389133,29.676422,45.56498,-88.80859,Wisconsin
55-43-9,58.30359,58.424847,42.69302,-90.69813,Wisconsin
55-53-2002,97.30793,97.40876,44.334686,-90.792025,Wisconsin
55-59-19,37.48194,37.702408,42.50472,-87.8093,Wisconsin
55-63-12,32.78971,32.912025,43.7775,-91.2269,Wisconsin
55-79-10,48.412174,48.695198,43.01724,-87.93369,Wisconsin
55-79-56,51.587505,51.76508,42.93257,-87.93434,Wisconsin
55-81-2001,74.70078,74.79399,44.020855,-90.40164,Wisconsin
55-87-9,39.884285,40.222725,44.30738,-88.39509,Wisconsin
55-89-9,40.203423,40.362617,43.4983,-87.8102,Wisconsin
55-9-5,38.29579,38.622437,44.50729,-87.99344,Wisconsin
56-1-11,11.684115,11.685578,41.32417,-105.61489,Wyoming
56-1-12,15.13167,15.260115,41.308825,-105.54913,Wyoming
56-13-1003,69.9398,70.27537,42.842168,-108.736281,Wyoming
56-13-232,13.937374,14.074061,43.081667,-107.549444,Wyoming
56-13-4,22.639626,22.831894,43.02421,-108.3637,Wyoming
56-13-99,18.623634,18.777742,42.529999,-108.720003,Wyoming
56-21-100,26.770046,26.8743,41.182227,-104.778334,Wyoming
56-21-4,58.965725,59.133022,41.08536,-104.52277,Wyoming
56-23-4,10.409533,10.760683,41.783083,-110.53788,Wyoming
56-25-100,39.603188,39.682095,42.82231,-106.36501,Wyoming
56-29-1,87.12645,87.18696,44.524568,-109.06926,Wyoming
56-33-2,64.42049,64.54676,44.815142,-106.955933,Wyoming
56-35-101,14.038466,14.276486,42.869824,-109.87076,Wyoming
56-37-7,14.310192,14.505822,41.592536,-109.220852,Wyoming
56-39-1006,28.836363,29.038065,43.45776,-110.79799,Wyoming
56-39-1013,13.178897,13.305906,44.373056,-110.830833,Wyoming
56-5-1002,30.093445,30.21283,44.288005,-105.517022,Wyoming
6-1-11,20.137884,21.08436,37.814781,-122.282347,Californi
6-1-12,54.70966,55.415848,37.793624,-122.263376,Californi
6-1-15,32.604057,33.334393,37.701222,-121.903019,Californi
6-1-16,11.825865,12.762344,37.68975,-121.77155,Californi
6-1-7,16.263542,17.112951,37.687526,-121.784217,Californi
6-1-9,41.180218,41.78714,37.743065,-122.169935,Californi
6-101-3,46.774414,47.59432,39.138773,-121.618549,Californi
6-103-7,23.030052,23.623178,40.17093,-122.25556,Californi
6-107-2003,54.370403,55.72856,36.30815,-119.3129,Californi
6-107-9,62.996437,64.943375,36.48947,-118.82915,Californi
6-11-1002,33.89293,34.786144,39.18919,-121.99887,Californi
6-11-7,21.873116,22.399773,39.021221,-122.281803,Californi
6-111-1004,54.352665,54.541424,34.44806,-119.2313,Californi
6-111-2002,14.079868,14.834724,34.276316,-118.683685,Californi
6-111-3001,7.4298286,8.252053,34.25239,-119.143182,Californi
6-111-7,21.070337,21.727573,34.210169,-118.870509,Californi
6-111-9,17.272022,17.814098,34.404281,-118.80998,Californi
6-113-1003,21.213171,22.371632,38.66121,-121.73269,Californi
6-13-1004,45.44503,46.203945,37.9604,-122.356811,Californi
6-13-2,17.668135,18.399094,37.936013,-122.026154,Californi
6-19-11,54.08409,55.416622,36.78538,-119.77321,Californi
6-19-2009,16.303392,17.170664,36.634225,-120.382331,Californi
6-19-2016,51.566296,53.085945,36.710833,-119.7775,Californi
6-19-500,10.695755,11.521785,36.985119,-119.658339,Californi
6-19-5001,17.806362,19.256643,36.819449,-119.716433,Californi
6-19-5025,36.851814,38.871387,36.72639,-119.733,Californi
6-25-1003,78.28287,78.5759,32.79222,-115.56306,Californi
6-25-5,40.179558,41.161297,32.67618,-115.48307,Californi
6-25-7,78.30745,78.73389,32.97833,-115.53917,Californi
6-27-1003,102.33673,102.48463,36.487823,-117.871036,Californi
6-27-1018,36.281548,36.319347,36.595556,-118.049167,Californi
6-27-1023,36.721436,38.813286,37.362137,-118.417478,Californi
6-27-1033,23.428062,23.44734,37.155494,-118.293547,Californi
6-27-2,41.00899,41.074078,37.360684,-118.330783,Californi
6-29-10,42.675644,44.432037,35.385574,-119.015009,Californi
6-29-18,34.61536,34.756363,35.642943,-117.715066,Californi
6-29-19,7.888095,7.8888636,35.046528,-118.162833,Californi
6-29-20,22.339813,22.627735,35.04944,-118.18893,Californi
6-31-1004,47.036858,48.819447,36.31567,-119.643447,Californi
6-31-4,85.49646,86.23494,36.102244,-119.56565,Californi
6-37-1103,55.136726,55.566242,34.06659,-118.22688,Californi
6-37-4008,31.864754,33.09953,33.859662,-118.200707,Californi
6-37-4009,34.324642,35.169544,33.793713,-118.171019,Californi
6-37-9033,29.690428,29.69548,34.669739,-118.130511,Californi
6-37-9035,18.024443,18.332329,34.725389,-118.178601,Californi
6-39-2010,28.123398,29.392166,36.953256,-120.034203,Californi
6-41-1,15.894872,16.558105,37.97231,-122.520004,Californi
6-45-2003,28.885958,30.084114,39.39861,-123.35872,Californi
6-45-6,40.162064,40.956078,39.15047,-123.20655,Californi
6-47-2510,18.021046,19.668802,37.30832,-120.480456,Californi
6-47-3,20.3214,21.679451,37.281853,-120.433671,Californi
6-51-5,39.525734,39.64969,37.962069,-119.120278,Californi
6-53-1003,40.531948,41.091827,36.694261,-121.623271,Californi
6-53-2,13.595399,14.182723,36.48187,-121.73333,Californi
6-53-8,15.827079,16.302725,36.209286,-121.126371,Californi
6-57-5,88.08066,88.22001,39.233477,-121.055608,Californi
6-59-7,63.11285,63.62868,33.83062,-117.93845,Californi
6-61-3,92.142654,92.38214,38.93568,-121.09959,Californi
6-61-6,27.876608,28.642818,38.74643,-121.26498,Californi
6-63-1006,26.835827,28.12664,39.939567,-120.944376,Californi
6-63-1010,29.03508,31.499416,39.81336,-120.47069,Californi
6-65-1016,66.46083,66.616936,33.944713,-116.830074,Californi
6-65-500,86.055374,86.31893,33.71969,-116.1897,Californi
6-65-8001,39.713364,40.665913,33.99958,-117.41601,Californi
6-65-8005,48.247616,49.326218,33.99636,-117.4924,Californi
6-65-9,18.785543,19.120827,33.447867,-117.088649,Californi
6-67-10,15.434491,16.727467,38.56844,-121.49311,Californi
6-67-12,80.087585,80.40253,38.683304,-121.164457,Californi
6-67-15,39.861786,40.8608,38.593322,-121.503795,Californi
6-67-5003,21.498068,22.282515,38.494475,-121.211131,Californi
6-67-6,19.585203,21.224968,38.613779,-121.368014,Californi
6-69-2,35.742947,36.263264,36.843425,-121.3621,Californi
6-7-8,20.501179,21.726984,39.76168,-121.84047,Californi
6-71-27,60.47385,61.162823,34.030833,-117.61722,Californi
6-71-306,29.811426,30.372238,34.510961,-117.32554,Californi
6-71-8001,40.26431,41.177242,34.26464,-116.86147,Californi
6-73-1006,9.866443,10.34472,32.842318,-116.768293,Californi
6-73-1008,15.12063,16.041317,33.217046,-117.396249,Californi
6-73-1014,21.380392,23.178978,32.578165,-116.921374,Californi
6-73-1022,10.935905,11.830691,32.789565,-116.944308,Californi
6-73-1026,10.768976,11.73289,32.710177,-117.142665,Californi
6-73-1201,16.677092,16.751501,33.362593,-117.09023,Californi
6-73-77,22.066532,22.293726,32.6509,-116.365,Californi
6-75-5,19.88977,20.691488,37.765946,-122.399044,Californi
6-77-1003,27.304844,29.20642,37.961578,-121.281414,Californi
6-77-2010,16.407368,17.876486,37.793392,-121.247874,Californi
6-79-2004,22.486578,23.180191,35.02083,-120.56388,Californi
6-79-2007,18.800646,19.619574,35.04673,-120.58777,Californi
6-79-2020,46.99788,47.38433,35.259502,-120.64472,Californi
6-79-8002,10.323831,10.983411,35.49453,-120.66617,Californi
6-81-1001,12.830709,12.832335,37.482934,-122.20337,Californi
6-83-1009,11.450253,12.077619,34.890667,-120.432844,Californi
6-83-11,10.24782,11.008656,34.427775,-119.691218,Californi
6-83-2004,22.09804,22.673931,34.63782,-120.4575,Californi
6-83-2011,7.623188,8.064869,34.44551,-119.8284,Californi
6-85-2,31.231627,31.701628,36.999571,-121.574684,Californi
6-85-5,19.172976,20.438423,37.348497,-121.894898,Californi
6-85-6,25.31281,26.320032,37.338135,-121.849783,Californi
6-87-1005,14.738139,15.587059,37.06315,-122.083092,Californi
6-87-7,16.04381,16.614147,36.98332,-121.98822,Californi
6-89-4,29.343987,29.968914,40.55013,-122.38092,Californi
6-9-1,31.910238,32.496746,38.20185,-120.680277,Californi
6-93-2001,96.77004,97.45541,41.726892,-122.633579,Californi
6-95-4,36.69297,37.44012,38.102507,-122.237976,Californi
6-97-4,15.313287,16.121151,38.403765,-122.818294,Californi
6-99-5,68.09715,68.947296,37.642165,-120.994212,Californi
6-99-6,32.11201,33.63358,37.488317,-120.836008,Californi
8-1-10,26.777271,27.25248,39.8281,-104.93647,Colorado
8-103-6,11.031647,11.51863,40.086944,-108.761389,Colorado
8-123-6,20.825466,21.501312,40.414877,-104.70693,Colorado
8-13-3,28.692547,29.00632,40.164576,-105.100856,Colorado
8-31-13,32.074055,32.367126,39.738578,-104.939925,Colorado
8-31-2,25.737848,25.802002,39.751184,-104.987625,Colorado
8-31-26,30.111631,30.2552,39.77949,-105.00518,Colorado
8-31-27,28.864227,29.57959,39.73217,-105.0153,Colorado
8-31-28,23.503668,24.247871,39.7861,-104.9886,Colorado
8-35-4,27.151747,27.36395,39.534488,-105.070358,Colorado
8-41-17,20.672998,20.86859,38.848014,-104.828564,Colorado
8-45-19,13.336382,13.845379,39.43806,-108.02611,Colorado
8-57-5,12.514326,12.932586,40.5506,-106.385,Colorado
8-69-9,22.493025,22.955442,40.571288,-105.079693,Colorado
8-77-17,9.297457,9.94744,39.063798,-108.561173,Colorado
80-2-12,48.724274,48.7319,32.629225,-115.447769,Country O
80-2-14,44.49437,44.500137,32.633671,-115.504995,Country O
80-26-6,82.593475,83.85149,31.291293,-110.951513,Country O
9-1-10,62.022484,62.220108,41.170833,-73.194722,Connectic
9-1-1123,48.98676,49.353165,41.399167,-73.443056,Connectic
9-11-124,29.082554,29.487116,41.35362,-72.07882,Connectic
9-3-1003,30.119526,30.527397,41.784722,-72.631667,Connectic
9-3-25,28.378786,28.938076,41.771444,-72.679923,Connectic
9-5-5,33.937744,34.105347,41.821342,-73.297257,Connectic
9-9-2123,40.776802,41.15828,41.550556,-73.043611,Connectic
9-9-27,49.39787,49.783634,41.3014,-72.902871,Connectic
