hour,actual,predicted,residual
844,22.3,30.078266,7.778267
845,20.2,30.125519,9.925518
846,18.599998,30.165075,11.565077
847,16.199999,30.17263,13.972631
848,7.7999997,30.146097,22.346098
849,8.9,30.104332,21.204332
850,7.8999996,30.053413,22.153414
851,6.4,29.9996,23.5996
852,13.1,29.950634,16.850634
853,11.599999,29.894814,18.294815
854,8.8,29.855246,21.055244
855,14.000001,29.828045,15.828044
856,9.299999,29.831,20.531
857,11.4,29.842999,18.442999
858,12.700001,29.85688,17.15688
859,8.200001,29.857365,21.657364
860,14.8,29.845778,15.045777
861,9.2,29.830004,20.630005
862,9.9,29.815344,19.915344
863,11.1,29.801922,18.701921
864,7.7999997,29.786577,21.986578
865,7.0000005,29.77293,22.77293
866,11.0,29.763453,18.763453
867,5.1,29.75005,24.65005
868,1.6999999,29.750832,28.05083
869,2.1000001,29.760948,27.660948
870,3.3,29.763983,26.463984
871,8.099999,29.76117,21.661171
872,7.2000003,29.740402,22.540401
873,7.2000003,29.692963,22.492962
874,4.9,29.638742,24.738743
875,5.9,29.587036,23.687037
876,8.099999,29.535332,21.435333
877,2.8999999,29.491985,26.591986
878,7.5,29.46149,21.96149
879,7.9999995,29.453241,21.453241
880,5.1,29.474958,24.374958
881,5.7999997,29.513832,23.713833
882,6.1,29.556156,23.456156
883,6.0,29.597239,23.597239
884,7.6,29.62706,22.02706
885,5.7,29.650608,23.950607
886,6.7999997,29.662668,22.862669
887,5.7,29.6649,23.964901
888,6.8999996,29.664213,22.764214
889,7.6,29.654366,22.054365
890,3.2,29.645617,26.445616
891,2.6,29.639885,27.039885
892,2.6,29.632685,27.032684
893,9.8,29.61962,19.819618
894,14.6,29.595524,14.995523
895,5.2,29.561268,24.361267
896,4.5,29.528025,25.028025
897,7.4,29.496933,22.096933
898,6.4,29.458467,23.058468
899,6.6,29.417313,22.817312
900,5.7999997,29.386065,23.586065
901,9.5,29.354641,19.854641
902,6.5,29.326666,22.826666
903,7.7999997,29.317995,21.517996
904,2.8,29.329227,26.529228
905,12.299999,29.345816,17.045816
906,7.5,29.364635,21.864635
907,8.5,29.383274,20.883274
908,9.2,29.401258,20.20126
909,11.9,29.413633,17.513634
910,4.6,29.42533,24.825329
911,9.0,29.43152,20.43152
912,12.6,29.431616,16.831615
913,11.9,29.43069,17.530691
914,10.8,29.424215,18.624214
915,10.4,29.409018,19.009018
916,10.4,29.394192,18.994192
917,7.8999996,29.383244,21.483244
918,9.2,29.368042,20.168041
919,9.299999,29.341116,20.041117
920,9.6,29.311531,19.71153
921,10.2,29.280346,19.080345
922,10.0,29.2461,19.2461
923,8.200001,29.219418,21.019417
924,8.3,29.196566,20.896564
925,10.4,29.180353,18.780354
926,10.0,29.174583,19.174583
927,15.700001,29.18913,13.48913
928,14.200001,29.238197,15.038197
929,5.5,29.301674,23.801674
930,13.2,29.365543,16.165543
931,8.7,29.436117,20.736118
932,11.2,29.485813,18.285812
933,6.7999997,29.515411,22.715412
934,6.1,29.535189,23.435188
935,3.0,29.549747,26.549747
936,8.6,29.558414,20.958414
937,4.8,29.565372,24.765373
938,4.3,29.57076,25.27076
939,6.1,29.586405,23.486404
940,4.5,29.605623,25.105623
941,10.1,29.629,19.529
942,6.2,29.641167,23.441166
943,9.099999,29.635832,20.535831
944,9.5,29.607864,20.107864
945,7.4,29.575268,22.175268
946,5.9,29.543268,23.643269
947,6.2,29.510443,23.310444
948,4.4,29.479713,25.079714
949,2.3,29.456106,27.156107
950,18.5,29.446697,10.946697
951,22.6,29.455835,6.855835
952,15.5,29.497295,13.997295
953,16.699999,29.55919,12.859192
954,15.999999,29.627012,13.627013
955,11.7,29.682062,17.982063
956,15.4,29.726103,14.326103
957,5.7,29.756966,24.056965
958,12.700001,29.775887,17.075886
959,9.7,29.7849,20.0849
960,8.7,29.789022,21.089024
961,9.7,29.807533,20.107533
962,12.8,29.827225,17.027225
963,13.9,29.851208,15.951208
964,13.1,29.898018,16.798018
965,13.9,29.9486,16.048601
966,13.9,29.996595,16.096596
967,14.6,30.029064,15.429064
968,18.7,30.037071,11.33707
969,28.800001,30.01191,1.2119083
970,20.1,29.974325,9.874325
971,20.1,29.933289,9.833288
972,22.9,29.896479,6.996479
973,18.0,29.861654,11.861654
974,26.699999,29.836882,3.1368828
975,19.6,29.820702,10.220701
976,16.699999,29.838497,13.138498
977,15.5,29.861906,14.361906
978,9.4,29.89637,20.49637
979,8.200001,29.915192,21.71519
980,9.7,29.925678,20.225677
981,6.1,29.932154,23.832153
982,8.5,29.92606,21.42606
983,5.2,29.92839,24.72839
984,9.2,29.923641,20.72364
985,7.0000005,29.914074,22.914074
986,9.4,29.914099,20.5141
987,9.099999,29.923445,20.823444
988,3.1,29.947582,26.847582
989,11.8,29.976585,18.176586
990,5.0,30.00117,25.00117
991,6.2,30.004436,23.804436
992,9.2,29.996319,20.796318
993,5.6,29.981236,24.381235
994,4.4,29.959406,25.559406
995,1.1,29.940037,28.840036
996,6.7,29.9281,23.2281
997,4.6,29.923698,25.323698
998,8.5,29.929663,21.429663
999,7.8999996,29.945202,22.045202
1000,6.7,29.966108,23.26611
1001,9.5,30.003555,20.503555
1002,7.8999996,30.052706,22.152706
1003,11.3,30.092484,18.792484
1004,10.2,30.125559,19.92556
1005,9.7,30.149511,20.449512
1006,7.2000003,30.169462,22.969461
1007,9.0,30.178371,21.178371
1008,7.7999997,30.17527,22.37527
1009,6.5,30.164883,23.664883
1010,6.5,30.15482,23.65482
1011,6.1,30.146711,24.046711
1012,7.1000004,30.15432,23.05432
1013,6.7,30.165009,23.465008
1014,3.1,30.169743,27.069742
1015,8.9,30.163214,21.263214
1016,4.8,30.140074,25.340073
1017,8.3,30.100485,21.800484
1018,6.5,30.059114,23.559114
1019,7.9999995,30.012568,22.012568
1020,1.8000001,29.969358,28.16936
1021,9.5,29.937613,20.437613
1022,7.2000003,29.919342,22.719341
1023,4.5,29.92722,25.42722
1024,4.5,29.955404,25.455404
1025,7.4,29.991724,22.591724
1026,8.400001,30.030518,21.630516
1027,10.4,30.077087,19.677088
1028,9.9,30.11551,20.215511
1029,7.4,30.136398,22.736399
1030,9.7,30.15054,20.450539
1031,8.6,30.155882,21.555882
1032,8.7,30.155767,21.455769
1033,11.9,30.15213,18.25213
1034,7.8999996,30.15053,22.25053
1035,12.0,30.14774,18.14774
1036,7.7,30.156166,22.456165
1037,9.2,30.16545,20.96545
1038,5.7,30.175804,24.475803
1039,5.7,30.157305,24.457306
1040,10.0,30.12916,20.12916
1041,4.7,30.09323,25.39323
1042,6.7,30.046738,23.346737
1043,9.4,30.001986,20.601986
1044,7.3,29.950962,22.650963
1045,3.9999998,29.906454,25.906454
1046,12.299999,29.87426,17.57426
1047,4.7,29.86484,25.16484
1048,7.7999997,29.87137,22.071371
1049,5.4,29.89252,24.492521
1050,7.9999995,29.927885,21.927885
1051,12.099999,29.956642,17.856644
1052,7.4,29.979942,22.579943
1053,6.7999997,29.997488,23.197489
1054,5.0,30.007929,25.007929
1055,10.4,30.007538,19.607538
1056,8.9,30.003454,21.103455
1057,3.8999999,30.00059,26.10059
1058,6.3,29.998737,23.698738
1059,6.4,30.000805,23.600805
1060,6.4,30.00471,23.60471
1061,8.200001,30.001307,21.801306
1062,3.8999999,29.98154,26.081541
1063,6.1,29.947182,23.847181
1064,9.9,29.89431,19.99431
1065,3.9999998,29.836767,25.836767
1066,12.2,29.783476,17.583477
1067,11.5,29.739878,18.239878
1068,3.6000001,29.703154,26.103153
1069,9.7,29.665861,19.965862
1070,10.900001,29.637686,18.737686
1071,7.5,29.634295,22.134295
1072,10.599999,29.655092,19.055092
1073,7.5,29.681818,22.181818
1074,7.2000003,29.710491,22.51049
1075,9.2,29.727009,20.527008
1076,9.0,29.734278,20.734278
1077,7.1000004,29.725203,22.625202
1078,11.0,29.716013,18.716013
1079,10.2,29.701338,19.501339
1080,6.3,29.681322,23.38132
1081,9.7,29.665632,19.965633
1082,5.7,29.653196,23.953197
1083,7.7999997,29.631275,21.831276
1084,5.4,29.604288,24.204288
1085,6.8999996,29.581528,22.681528
1086,6.3,29.56791,23.26791
1087,6.0,29.55014,23.55014
1088,10.599999,29.533998,18.933998
1089,6.3,29.516634,23.216633
1090,7.7999997,29.49177,21.69177
1091,6.5,29.470415,22.970415
1092,8.5,29.458805,20.958805
1093,9.4,29.455282,20.055283
1094,6.4,29.462933,23.062933
1095,7.8999996,29.48153,21.58153
1096,6.5,29.499228,22.999228
1097,6.7999997,29.525751,22.725752
1098,6.4,29.547205,23.147205
1099,6.4,29.565184,23.165184
1100,9.299999,29.582434,20.282434
1101,5.4,29.59081,24.190811
1102,8.099999,29.583466,21.483467
1103,6.4,29.565874,23.165874
1104,5.9,29.541319,23.64132
1105,6.2,29.526747,23.326748
1106,7.7999997,29.512794,21.712795
1107,7.6,29.500786,21.900785
1108,3.6000001,29.510386,25.910385
1109,10.4,29.528059,19.12806
1110,13.0,29.54451,16.54451
1111,7.3,29.561481,22.261482
1112,9.9,29.575422,19.675423
1113,16.199999,29.581717,13.381718
1114,6.2,29.585163,23.385162
1115,13.1,29.580608,16.480608
1116,9.9,29.55303,19.65303
1117,5.7,29.512936,23.812935
1118,7.8999996,29.482403,21.582403
1119,2.3,29.468224,27.168224
1120,4.6,29.470919,24.870918
1121,0.49999997,29.494114,28.994114
1122,0.49999997,29.517595,29.017595
1123,0.49999997,29.532858,29.032858
1124,1.9999999,29.543978,27.543978
1125,0.0,29.554655,29.554655
1126,0.0,29.56281,29.56281
1127,0.4,29.577608,29.177608
1128,1.3,29.589989,28.28999
1129,1.3,29.60126,28.30126
1130,1.3,29.614151,28.314152
1131,4.9,29.625818,24.725819
1132,1.3,29.65274,28.352741
1133,6.7,29.680235,22.980236
1134,3.6000001,29.699442,26.099442
1135,2.1000001,29.703419,27.603418
1136,2.1000001,29.69159,27.591589
1137,2.2,29.65236,27.45236
1138,5.0,29.606424,24.606424
1139,3.8,29.562643,25.762644
1140,7.9999995,29.522512,21.522512
1141,4.5,29.492218,24.992218
1142,3.1,29.479057,26.379057
1143,1.3,29.483273,28.183273
1144,6.8999996,29.502937,22.602938
1145,2.1000001,29.539919,27.439919
1146,3.2,29.576494,26.376493
1147,4.1000004,29.608719,25.508718
1148,0.6,29.634151,29.034151
1149,4.4,29.656261,25.256262
1150,6.4,29.673632,23.273632
1151,3.2,29.68941,26.489408
1152,0.7,29.694931,28.99493
1153,2.3,29.698948,27.398949
1154,5.6,29.708214,24.108213
1155,1.9999999,29.721828,27.721828
1156,6.0,29.745224,23.745224
1157,5.6,29.77926,24.17926
1158,6.7999997,29.814615,23.014616
1159,4.9,29.824867,24.924868
1160,3.8999999,29.80307,25.90307
1161,5.9,29.765093,23.865093
1162,4.8,29.718884,24.918884
1163,1.9999999,29.67368,27.67368
1164,2.3,29.629328,27.329329
1165,4.8,29.593143,24.793144
1166,4.3,29.569315,25.269314
1167,4.3,29.56752,25.26752
1168,9.8,29.597813,19.797813
1169,6.6,29.647375,23.047375
1170,1.8000001,29.702156,27.902157
1171,6.5,29.758286,23.258286
1172,4.6,29.80192,25.20192
1173,4.4,29.831871,25.431871
1174,4.4,29.863285,25.463285
1175,2.3,29.89428,27.59428
1176,3.7,29.923454,26.223454
1177,2.8,29.947054,27.147055
1178,7.5,29.966572,22.466572
1179,2.3,29.986614,27.686615
1180,1.9999999,30.009172,28.009172
1181,10.2,30.023535,19.823536
1182,9.6,30.047235,20.447235
1183,5.9,30.048426,24.148426
1184,4.2000003,30.013613,25.813612
1185,6.0,29.967932,23.967932
1186,6.8999996,29.91349,23.01349
1187,3.8999999,29.857895,25.957895
1188,3.8,29.811796,26.011797
1189,4.7,29.76916,25.06916
1190,8.200001,29.738092,21.538092
1191,5.5,29.727879,24.227879
1192,3.8,29.757265,25.957266
1193,4.4,29.811848,25.411848
1194,4.7,29.872663,25.172665
1195,7.8999996,29.92602,22.02602
1196,12.099999,29.966845,17.866844
1197,13.9,29.99895,16.09895
1198,15.700001,30.032557,14.332556
1199,13.2,30.05146,16.85146
1200,11.2,30.062687,18.862686
1201,21.199999,30.066378,8.866379
1202,25.400002,30.075441,4.67544
1203,14.7,30.0805,15.3805
1204,8.400001,30.095263,21.695263
1205,11.9,30.125315,18.225315
1206,12.2,30.152178,17.952179
1207,10.0,30.151909,20.151909
1208,6.8999996,30.129166,23.229166
1209,6.4,30.102053,23.702053
1210,6.1,30.077583,23.977583
1211,1.1,30.058228,28.958227
1212,6.2,30.027584,23.827583
1213,9.099999,29.996668,20.896667
1214,6.6,29.976536,23.376535
1215,1.8000001,29.978832,28.178833
1216,4.8,30.009167,25.209167
1217,4.4,30.054375,25.654375
1218,9.7,30.09908,20.399078
1219,7.6,30.143602,22.543602
1220,9.4,30.18805,20.78805
1221,5.2999997,30.225622,24.925623
1222,8.3,30.258837,21.958836
1223,10.2,30.287592,20.087593
1224,7.5,30.309834,22.809834
1225,7.5,30.333328,22.833328
1226,10.1,30.350168,20.250168
1227,9.299999,30.365488,21.065489
1228,7.5,30.383041,22.883041
1229,10.0,30.41236,20.41236
1230,13.599999,30.442562,16.842564
1231,14.400001,30.468699,16.068699
1232,7.7,30.467611,22.767612
1233,12.099999,30.464994,18.364994
1234,6.7999997,30.453833,23.653833
1235,7.6,30.439722,22.839722
1236,3.7,30.411835,26.711834
1237,11.4,30.392511,18.992512
1238,12.499999,30.39263,17.892632
1239,10.599999,30.423632,19.823631
1240,5.7999997,30.479918,24.679918
1241,10.599999,30.549015,19.949017
1242,10.1,30.615913,20.515913
1243,11.7,30.664152,18.964153
1244,14.000001,30.702003,16.702003
1245,10.900001,30.7312,19.8312
1246,15.3,30.75185,15.45185
1247,16.5,30.766994,14.266994
1248,9.7,30.779247,21.079247
1249,11.9,30.785074,18.885075
1250,9.8,30.79552,20.995522
1251,9.4,30.796999,21.397
1252,4.9,30.797995,25.897995
1253,14.8,30.799623,15.999623
1254,15.599999,30.793856,15.193856
1255,14.3,30.79285,16.492851
1256,14.7,30.78314,16.083141
1257,9.6,30.752504,21.152504
1258,3.2,30.70111,27.50111
1259,8.3,30.631481,22.331482
1260,10.3,30.553162,20.253162
1261,9.9,30.473167,20.573168
1262,10.900001,30.401371,19.50137
1263,11.2,30.362255,19.162254
1264,11.1,30.365988,19.265987
1265,13.4,30.365816,16.965816
1266,11.2,30.35671,19.156712
1267,23.5,30.351013,6.851013
1268,20.1,30.33764,10.23764
1269,15.799999,30.311924,14.511925
1270,17.4,30.295326,12.895327
1271,13.599999,30.273748,16.673748
1272,85.5,30.247152,-55.252846
1273,23.0,30.212736,7.212736
1274,41.1,30.18009,-10.919909
1275,17.9,30.14844,12.24844
1276,19.2,30.124365,10.924364
1277,12.6,30.108011,17.50801
1278,17.5,30.10169,12.60169
1279,11.0,30.08425,19.08425
1280,17.7,30.063248,12.363247
1281,16.5,30.04598,13.54598
1282,14.9,30.02315,15.12315
1283,12.8,30.002464,17.202465
1284,13.599999,29.98186,16.381859
1285,12.700001,29.961128,17.261127
1286,11.0,29.957844,18.957844
1287,12.099999,29.964033,17.864033
1288,12.700001,29.98377,17.28377
1289,13.599999,30.002815,16.402817
1290,13.4,30.017279,16.61728
1291,14.7,30.033474,15.333474
1292,15.799999,30.050732,14.250732
1293,13.599999,30.062822,16.462822
1294,16.3,30.072418,13.772419
1295,13.4,30.071476,16.671476
1296,14.9,30.064077,15.164078
1297,14.9,30.052242,15.152243
1298,11.599999,30.03382,18.433819
1299,8.6,30.021502,21.421501
1300,8.8,30.011885,21.211884
1301,12.4,30.008024,17.608025
1302,11.2,30.01446,18.81446
1303,17.3,30.003382,12.7033825
1304,13.3,29.974247,16.674248
1305,12.4,29.9363,17.5363
1306,12.700001,29.897953,17.197952
1307,14.000001,29.865229,15.865228
1308,9.0,29.835861,20.835861
1309,9.9,29.807293,19.907293
1310,9.7,29.779984,20.079983
1311,11.1,29.766962,18.666962
1312,11.2,29.769106,18.569107
1313,11.0,29.764368,18.764368
1314,9.0,29.74027,20.74027
1315,10.1,29.70992,19.60992
1316,13.4,29.679897,16.279898
1317,13.799999,29.649647,15.8496475
1318,13.799999,29.62287,15.82287
1319,17.1,29.595415,12.495415
1320,14.8,29.566431,14.766431
1321,9.8,29.539906,19.739906
1322,7.8999996,29.519812,21.619812
1323,12.299999,29.511745,17.211746
1324,10.2,29.51013,19.310131
1325,15.3,29.526289,14.226289
1326,13.7,29.542702,15.842702
1327,16.1,29.555779,13.455778
1328,9.6,29.563854,19.963854
1329,10.8,29.571825,18.771824
1330,9.6,29.569359,19.969358
1331,1.9,29.566292,27.666292
1332,5.6,29.565779,23.965778
1333,7.8999996,29.567635,21.667635
1334,7.0000005,29.572752,22.572752
1335,6.4,29.587193,23.187193
1336,6.2,29.61605,23.41605
1337,6.6,29.647436,23.047436
1338,8.5,29.681759,21.181759
1339,10.700001,29.711132,19.011131
1340,9.299999,29.741596,20.441597
1341,3.6000001,29.765734,26.165733
1342,5.2,29.794424,24.594425
1343,7.5,29.814104,22.314104
1344,2.6,29.822336,27.222336
1345,7.0000005,29.81523,22.81523
1346,8.5,29.8042,21.3042
1347,9.2,29.789047,20.589046
1348,6.8999996,29.77792,22.87792
1349,6.4,29.77919,23.37919
1350,9.299999,29.77256,20.47256
1351,9.299999,29.761726,20.461727
1352,10.900001,29.742794,18.842793
1353,8.8,29.723602,20.923603
1354,8.8,29.695145,20.895145
1355,11.2,29.663265,18.463264
1356,9.0,29.636732,20.636732
1357,6.7999997,29.621645,22.821646
1358,9.0,29.616293,20.616293
1359,8.3,29.632786,21.332787
1360,5.5,29.663927,24.163927
1361,6.4,29.700745,23.300745
1362,7.3,29.729458,22.429459
1363,11.599999,29.750782,18.150784
1364,7.7999997,29.751266,21.951267
1365,9.6,29.7316,20.1316
1366,11.3,29.712776,18.412777
1367,10.1,29.689695,19.589695
1368,8.400001,29.668825,21.268826
1369,7.7999997,29.651197,21.851198
1370,13.1,29.638144,16.538143
1371,14.200001,29.627567,15.427567
1372,8.3,29.629051,21.329052
1373,14.7,29.635454,14.935454
1374,9.5,29.652502,20.152502
1375,10.0,29.652487,19.652487
1376,14.000001,29.625782,15.625781
1377,7.3,29.587164,22.287163
1378,6.6,29.53828,22.93828
1379,7.9999995,29.494022,21.494022
1380,12.700001,29.454634,16.754633
1381,5.1,29.423119,24.323118
1382,8.9,29.407162,20.507162
1383,10.1,29.419594,19.319593
1384,12.700001,29.456718,16.756718
1385,17.0,29.508799,12.508799
1386,10.1,29.573608,19.473608
1387,7.8999996,29.633493,21.733494
1388,4.5,29.686058,25.186058
1389,12.0,29.733349,17.733349
1390,9.9,29.778902,19.878902
1391,5.4,29.816357,24.416357
1392,6.0,29.846743,23.846743
1393,7.7999997,29.856804,22.056805
1394,3.6000001,29.867697,26.267696
1395,6.5,29.87787,23.37787
1396,8.099999,29.89546,21.79546
1397,4.8,29.92157,25.12157
1398,5.2999997,29.941711,24.641712
1399,1.6999999,29.922153,28.222153
1400,4.8,29.875504,25.075504
1401,4.8,29.815308,25.015308
1402,0.90000004,29.755903,28.855904
1403,3.8999999,29.703684,25.803684
1404,2.6,29.656458,27.056458
1405,2.1000001,29.62403,27.524029
1406,1.9999999,29.604486,27.604486
1407,0.99999994,29.625795,28.625795
1408,3.5000002,29.681292,26.181292
1409,3.8,29.758337,25.958338
1410,6.6,29.841064,23.241064
1411,2.1000001,29.912054,27.812054
1412,2.2,29.972862,27.772861
1413,4.1000004,30.022371,25.92237
1414,3.2,30.048426,26.848425
1415,5.1,30.052963,24.952963
1416,5.4,30.046387,24.646387
1417,3.8,30.028381,26.228382
1418,5.2,30.005342,24.805344
1419,3.3,29.969519,26.66952
1420,4.7,29.936285,25.236286
1421,4.3,29.901512,25.601513
1422,1.4,29.868101,28.468102
1423,5.9,29.829338,23.929338
1424,5.4,29.775272,24.375273
1425,4.6,29.718609,25.118608
1426,3.8999999,29.670229,25.77023
1427,7.2000003,29.622786,22.422785
1428,6.1,29.58027,23.48027
1429,1.6,29.54374,27.943739
1430,2.1000001,29.53165,27.43165
1431,6.1,29.560045,23.460045
1432,6.2,29.63459,23.43459
1433,5.7,29.72456,24.024559
1434,5.0,29.818922,24.818922
1435,7.7,29.901093,22.201092
1436,5.9,29.971348,24.071348
1437,8.8,30.015556,21.215557
1438,12.6,30.04994,17.44994
1439,7.5,30.074581,22.574581
1440,9.9,30.092936,20.192936
1441,12.2,30.094694,17.894695
1442,13.599999,30.086342,16.486343
1443,8.6,30.083445,21.483444
1444,9.6,30.088364,20.488363
1445,12.299999,30.10218,17.802181
1446,8.099999,30.11708,22.017082
1447,9.0,30.10435,21.10435
1448,8.7,30.056252,21.35625
1449,10.5,29.977205,19.477205
1450,7.9999995,29.870876,21.870876
1451,8.9,29.767693,20.867693
1452,8.200001,29.679949,21.479948
1453,9.9,29.598135,19.698135
1454,8.9,29.548674,20.648674
1455,8.3,29.543516,21.243515
1456,11.4,29.592554,18.192554
1457,10.700001,29.662064,18.962063
1458,5.6,29.73201,24.13201
1459,14.5,29.80143,15.30143
1460,13.4,29.85647,16.45647
1461,9.6,29.90474,20.304739
1462,10.1,29.947151,19.84715
1463,14.200001,29.984564,15.784563
1464,12.700001,30.01012,17.31012
1465,14.000001,30.033989,16.033989
1466,14.5,30.048203,15.5482025
1467,15.799999,30.052507,14.252508
1468,13.9,30.058125,16.158125
1469,10.900001,30.06528,19.16528
1470,15.900001,30.06685,14.16685
1471,16.699999,30.037691,13.337692
1472,12.099999,29.96768,17.86768
1473,10.5,29.869623,19.369623
1474,10.900001,29.758768,18.858768
1475,8.400001,29.658287,21.258286
1476,12.0,29.5746,17.5746
1477,6.6,29.511227,22.911226
1478,11.8,29.474747,17.674747
1479,10.5,29.496342,18.996342
1480,10.700001,29.564224,18.864223
1481,11.1,29.646181,18.54618
1482,9.2,29.73442,20.53442
1483,9.7,29.823845,20.123844
1484,8.7,29.900043,21.200043
1485,10.900001,29.963947,19.063946
1486,10.5,30.005743,19.505743
1487,14.099999,30.03478,15.934781
1488,8.9,30.054262,21.154263
1489,7.4,30.06701,22.667011
1490,8.6,30.073618,21.473618
1491,5.9,30.079414,24.179415
1492,6.8999996,30.101727,23.201727
1493,4.6,30.141539,25.541538
1494,3.0,30.199337,27.199337
1495,8.200001,30.23214,22.032139
1496,5.2,30.229956,25.029957
1497,7.7999997,30.190836,22.390837
1498,6.5,30.126297,23.626297
1499,6.6,30.065401,23.4654
1500,7.8999996,30.016768,22.116768
1501,6.6,29.972042,23.372042
1502,11.2,29.961365,18.761364
1503,9.0,29.992178,20.992178
1504,11.3,30.049437,18.749435
1505,8.099999,30.109186,22.009186
1506,7.6,30.173388,22.573387
1507,8.400001,30.230892,21.83089
1508,7.5,30.28388,22.78388
1509,4.5,30.336985,25.836985
1510,7.8999996,30.379416,22.479416
1511,10.599999,30.417994,19.817993
1512,6.0,30.457087,24.457087
1513,4.7,30.496124,25.796124
1514,7.7,30.520102,22.820103
1515,7.7999997,30.542582,22.742582
1516,8.8,30.571812,21.771812
1517,6.0,30.611435,24.611435
1518,5.7,30.650908,24.950909
1519,6.7999997,30.690939,23.89094
1520,9.299999,30.706526,21.406527
1521,8.200001,30.701033,22.501032
1522,6.3,30.674774,24.374775
1523,4.2000003,30.636766,26.436766
1524,4.5,30.57439,26.07439
1525,4.9,30.506592,25.606592
1526,7.7999997,30.4467,22.6467
1527,5.6,30.42254,24.82254
1528,9.0,30.398115,21.398115
1529,7.8999996,30.368618,22.468618
1530,6.2,30.34687,24.14687
1531,9.0,30.313091,21.313091
1532,7.2000003,30.274921,23.07492
1533,7.7,30.243189,22.54319
1534,6.5,30.212296,23.712296
1535,11.3,30.18065,18.88065
1536,4.9,30.158957,25.258957
1537,9.0,30.135065,21.135065
1538,5.4,30.11226,24.712261
1539,7.1000004,30.10056,23.000559
1540,6.4,30.097136,23.697136
1541,6.0,30.09674,24.09674
1542,9.8,30.09482,20.294819
1543,12.8,30.074886,17.274887
1544,0.99999994,30.01663,29.01663
1545,2.3,29.933468,27.633469
1546,9.9,29.835287,19.935287
1547,8.6,29.738876,21.138876
1548,6.2,29.66488,23.464882
1549,6.8999996,29.595146,22.695147
1550,7.7,29.550222,21.850224
1551,10.700001,29.530005,18.830004
1552,6.1,29.540525,23.440525
1553,14.000001,29.577877,15.577876
1554,15.1,29.626871,14.526871
1555,11.0,29.6719,18.6719
1556,11.8,29.710003,17.910004
1557,9.5,29.744999,20.244999
1558,7.7,29.786118,22.086117
1559,11.3,29.814688,18.514687
1560,11.2,29.836128,18.636127
1561,12.700001,29.85627,17.15627
1562,6.7,29.866789,23.16679
1563,7.7,29.866879,22.166878
1564,4.1000004,29.87579,25.77579
1565,9.5,29.866486,20.366486
1566,3.8,29.835896,26.035896
1567,3.1,29.79684,26.69684
1568,5.7,29.741463,24.041462
1569,7.2000003,29.675217,22.475216
1570,3.0,29.602787,26.602787
1571,4.2000003,29.54232,25.34232
1572,4.5,29.483763,24.983763
1573,6.7,29.439274,22.739273
1574,2.7,29.4169,26.7169
1575,5.0,29.428257,24.428257
1576,8.5,29.477434,20.977434
1577,9.2,29.55096,20.35096
1578,10.0,29.633675,19.633675
1579,5.4,29.710709,24.310709
1580,8.099999,29.780676,21.680676
1581,9.099999,29.840769,20.740768
1582,12.4,29.89249,17.49249
1583,9.099999,29.938084,20.838085
1584,12.2,29.975737,17.775738
1585,8.8,30.000633,21.200634
1586,5.7999997,30.010967,24.210968
1587,9.6,30.0157,20.415699
1588,4.5,30.02693,25.52693
1589,10.5,30.035784,19.535784
1590,5.2999997,30.046547,24.746548
1591,3.7,30.043571,26.34357
1592,7.4,30.006083,22.606083
1593,10.5,29.942215,19.442215
1594,8.200001,29.860529,21.660528
1595,9.9,29.78804,19.88804
1596,9.8,29.727535,19.927536
1597,9.6,29.676037,20.076036
1598,12.299999,29.648335,17.348335
1599,9.0,29.647507,20.647507
1600,5.9,29.687351,23.787352
1601,9.8,29.745737,19.945736
1602,9.4,29.800863,20.400864
1603,11.5,29.847042,18.347042
1604,13.7,29.868616,16.168617
1605,10.900001,29.877947,18.977947
1606,12.0,29.87254,17.87254
1607,6.1,29.852713,23.752712
1608,12.499999,29.825373,17.325375
1609,11.8,29.792355,17.992355
1610,14.5,29.76175,15.261749
1611,12.4,29.74212,17.342121
1612,12.4,29.726212,17.326212
1613,9.2,29.716639,20.51664
1614,15.999999,29.710756,13.710757
1615,10.700001,29.68515,18.98515
1616,10.700001,29.645628,18.945627
1617,9.9,29.603243,19.703243
1618,6.7,29.55808,22.858082
1619,6.2,29.517332,23.317333
1620,4.8,29.485786,24.685787
1621,5.0,29.464125,24.464125
1622,6.1,29.456158,23.356157
1623,5.9,29.461561,23.561562
1624,9.099999,29.48757,20.38757
1625,12.099999,29.51643,17.416431
1626,13.0,29.54934,16.54934
1627,14.6,29.580477,14.980476
1628,13.0,29.607311,16.607311
1629,13.5,29.635635,16.135635
1630,10.700001,29.657816,18.957815
1631,20.1,29.675848,9.575848
1632,12.099999,29.68562,17.58562
1633,6.8999996,29.695604,22.795605
1634,5.2999997,29.702162,24.402163
1635,6.1,29.701279,23.601278
1636,1.9,29.707533,27.807533
1637,3.1,29.726015,26.626015
1638,0.8,29.736826,28.936827
1639,3.3999999,29.734444,26.334444
1640,7.4,29.711832,22.311832
1641,7.7,29.65669,21.956692
1642,7.9999995,29.600996,21.600996
1643,7.9999995,29.546486,21.546486
1644,6.3,29.490494,23.190495
1645,2.6,29.436474,26.836473
1646,2.5,29.399967,26.899967
1647,6.0,29.386747,23.386747
1648,9.0,29.386156,20.386156
1649,5.9,29.393232,23.493233
1650,5.6,29.4027,23.8027
1651,5.6,29.415987,23.815987
1652,7.9999995,29.422249,21.422249
1653,0.0,29.42818,29.42818
