model,mae,rmse,r2,mape,bias,persist_mae,persist_rmse,improvement_pct
STGNN-LSTM,39.87369918823242,45.95271325470075,-43.90481185913086,6162967.5,39.713562,1.6266183853149414,3.4266904627002197,-2351.3247574360958
