station_id,latitude,longitude,state_name,n_readings,mean_pm25,std_pm25
30-81-7,46.243621,-114.158889,Montana,15690,8.141115360102024,14.072330944591654
32-3-561,36.163962,-115.11393,Nevada,17329,9.526268105487969,10.864549464300538
38-13-4,48.64193,-102.4018,North Dak,17219,8.69321679540044,12.672469338434553
53-11-24,45.64336,-122.58737,Washingto,16475,7.4435204855842185,8.671546240718495
28-49-20,32.329111,-90.182722,Mississip,16822,10.407603138746847,6.270621707850793
34-17-8,40.770908,-74.036218,New Jerse,14665,7.560668257756685,8.701301210810767
34-29-2002,39.994908,-74.170447,New Jerse,15577,7.564299929383109,10.74101169004826
41-67-5,45.3992,-122.7455,Oregon,8877,6.373977695167277,5.720703614734127
42-133-8,39.965278,-76.699444,Pennsylva,16348,9.972865182285293,12.531127897802033
42-3-3007,40.294341,-79.885331,Pennsylva,15293,9.132191198587558,8.814023356804835
6-111-1004,34.44806,-119.2313,Californi,16011,5.492848666541753,4.519787373271307
36-55-1007,43.14618,-77.54817,New York,17204,7.673017902813264,7.870284600699745
37-121-4,35.912487,-82.062082,North Car,16123,6.740060782732742,5.06763334799249
6-65-8005,33.99636,-117.4924,Californi,16827,12.231033458132774,9.034531053503539
12-11-33,26.073536,-80.33845,Florida,16704,6.729501915708804,4.212813346380427
12-11-35,26.132677,-80.169817,Florida,17344,9.789477629151301,5.431069681406646
30-31-17,44.657014,-111.089618,Montana,15395,3.5866190321532967,4.246399811947663
6-65-500,33.71969,-116.1897,Californi,14562,11.049594835874176,15.192746251828497
6-85-2,36.999571,-121.574684,Californi,15745,6.277548428072404,5.418799103600875
